OUT_ID	AO-Hands-Day11	AO-Hands-Day21	Bench-Day21	Bench11	Bucket-Water-after-dissection2	Bucket-Water1	Egg-Case0A	Egg-Case0B	Egg-Case0C	Egg-Case0D	Egg-Case16A	Egg-Case16B	Egg-Case16C	Egg-Case16D	Egg-Case26A	Egg-Case26B	Egg-Case26C	Egg-Case26D	Egg-Case30A	Egg-Case30B	Egg-Case30C	Egg-Case30D	Egg-Case33A	Egg-Case33B	Egg-Case33C	Egg-Case33D	Gill26A	Gill26B	Gill26C	Gill26D	Gill30A	Gill30B	Gill30C	Gill30D	Gill33A	Gill33B	Gill33C	Gill33D	GillAdult1	GillAdult2	GillAdult3	GillAdult4	Internal-Water0A	Internal-Water0B	Internal-Water0C	Internal-Water0D	Internal-Water16A	Internal-Water16B	Internal-Water26A	Internal-Water26B	Internal-Water26C	Internal-Water26D	Internal-Water30A	Internal-Water30B	Internal-Water30C	Internal-Water30D	Internal-Water33A	Internal-Water33B	Internal-Water33C	Internal-Water33D	KM-Hands-Day-11	KM-Hands-Day-21	MRC-Water-Cold3	MRC-Water-Cold4	MRC-Water1	MRC-Water2	Ocean-Water1	Ocean-Water2	Tail-Skin26A	Tail-Skin26B	Tail-Skin26C	Tail-Skin26D	Tail-Skin30A	Tail-Skin30B	Tail-Skin30C	Tail-Skin30D	Tail-Skin33A	Tail-Skin33B	Tail-Skin33C	Tail-Skin33D	Tail-SkinAdult1	Tail-SkinAdult2	Tail-SkinAdult3	Tail-SkinAdult4
Bacteria;Planctomycetes;OM190;uncultured_microorganism;uncultured_microorganism;uncultured_microorganism;uncultured_microorganism	0	0	0	0	0	0	0	0	0	0	0	3.1435	0	0	0	1.094	0	3.4812	2.2918	0	6.2491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27.7186	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;OM190;uncultured_planctomycete;uncultured_planctomycete;uncultured_planctomycete;uncultured_planctomycete	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6985	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;OM190;unidentified_bacterium_wb1_D18;unidentified_bacterium_wb1_D18;unidentified_bacterium_wb1_D18;unidentified_bacterium_wb1_D18	27.1014	0	0	0	0	0	32.2672	8.4472	0	0	10.1033	12.7051	0	14.8322	18.8801	19.5697	20.003	19.989	6.5318	24.1453	23.7815	23.0504	14.3464	2.9104	0.6973	3.8587	0	26.4515	0	0	0	35.8331	0	0	0	0	0	0	3.9712	0	0	0	0	0	0	0	0	0	0	15.7547	9.7816	17.894	22.058	11.2852	15.4288	23.9065	13.7469	0	0	41.7848	0	0	0	0	2.9207	0	0	0	0	0	0	0	0	23.0991	0	0	0	0	0	0	0	0	0	1.6359
Bacteria;Planctomycetes;OM190;unidentified_marine_eubacterium;unidentified_marine_eubacterium;unidentified_marine_eubacterium;unidentified_marine_eubacterium	0	0	0	0	0	0	16.4469	0	0	0.883	4.8774	0	23.5822	14.2928	25.0366	21.0282	13.498	14.2616	29.3356	20.6736	13.3662	17.105	18.7302	5.8207	25.7016	18.4031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5828	0	0	0	0	0	0	0	14.2644	5.869	0	0	41.8216	4.2858	33.7422	15.03	0	41.2987	15.6238	0	0	0	0	0	0	5.4732	3.4999	0	110.8742	0	0	26.7696	57.7478	0	0	0	0	52.1472	0	2.7651	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;Amsterdam-1B-07;uncultured_prokaryote;uncultured_prokaryote;uncultured_prokaryote	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4574	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;C86;uncultured_planctomycete;uncultured_planctomycete;uncultured_planctomycete	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8131	0	0	0	4.8604	2.3782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;CCM11a;NA;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4586	0	1.0107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;CCM11a;bacterium_enrichment_culture_clone_E27;bacterium_enrichment_culture_clone_E27;bacterium_enrichment_culture_clone_E27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6284	0	0	0.3444
Bacteria;Planctomycetes;Phycisphaerae;CCM11a;uncultured_planctomycete;uncultured_planctomycete;uncultured_planctomycete	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3681	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;CCM11a;uncultured_sediment_bacterium;uncultured_sediment_bacterium;uncultured_sediment_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.7293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;MSBL9;SG8-4;NA;NA	0	0	0	0	0	0	0	7.7283	0	0	0	0	0	0	0	0	0	0	2.0627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;MSBL9;SG8-4;bacterium_enrichment_culture_clone_AOM-SR-B13;bacterium_enrichment_culture_clone_AOM-SR-B13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7379	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;MSBL9;SG8-4;uncultured_Planctomyces_sp.;uncultured_Planctomyces_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.573	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.4366	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;MSBL9;SM23-30;uncultured_deep-sea_bacterium;uncultured_deep-sea_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;NA;NA;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7362	7.7793	6.0171	4.7165	0	1.4203	0	1.3721	5.4463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.0487	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;AKAU3564_sediment_group;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5472	0	0	0	0	2.525	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;AKYG587;uncultured_deep-sea_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.1193
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3;uncultured_marine_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.8332	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;CL500-3;uncultured_planctomycete	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2431	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;FS140-16B-02_marine_group;uncultured_planctomycete	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3721	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;I-8;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5313	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;JL-ETNP-F27;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2353	0	0	6.5963	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;JL-ETNP-F27;uncultured_organism	0	0	0	0	0	0	0	0	0	0	3.8323	0	0	0	3.9675	5.7129	0	3.5935	2.6356	3.1563	0	0	2.5239	1.6169	0	1.1873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;NA;NA	0	0	0	0	0	0	11.5912	0	0	0	0	11.9193	5.3538	0	4.1044	10.2103	1.6263	8.4223	0	2.8407	3.2982	6.403	4.3835	3.5571	1.9924	2.6714	17.0891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2683	11.8376	0	0	4.4286	14.7537	9.8978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6339	0	0	1.2915
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Phycisphaera;NA	0	0	0	0	0	0	4.0726	0	0	0	8.4774	0	1.5297	0	0	8.0224	2.1141	0	3.6669	3.3141	0	0.9147	1.594	0	0	3.5619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Phycisphaera;uncultured_organism	0	0	0	0	0	0	0	0	0	1.3245	1.2774	0	8.668	0	3.6939	4.7405	5.3667	5.9518	1.1459	8.9954	34.5437	2.6526	4.118	0	1.4943	0	0	66.1288	0	0	0	0	0	5.7029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.0265	0	0	0	0	6.5572	0	0	0	0	1.2221	0	0	0	6.0132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.6027
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02;Gambierdiscus_polynesiensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3371	0	1.4599	0	1.7359	0	3.11	1.9926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02;NA	0	0	0	0	0	0	0	17.9728	0	0	6.7355	0	0	0	0.5472	3.8897	5.6918	18.1922	1.6043	5.3657	0	3.5674	0	1.2935	0	0	25.6337	0	0	0	0	0	74.7564	0	0	0	0	0	3.53	0	0	6.5828	0	0	0	0	0	0	0	0	0	7.4329	6.7491	15.2681	6.4287	4.0982	3.2076	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6503	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02;Planctomycetaceae_bacterium_BBD_1991-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.7785	2.431	1.4636	3.2567	0	0.9469	0	0	0	0	0	2.9682	0	0	0	0	0	0	0	17.8215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.1999	4.2683	0	0	0	0	2.4589	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02;uncultured_Algisphaera_sp.	0	0	0	0	0	0	8.615	4.3134	22.7352	0	22.9936	23.9694	15.5514	17.6638	13.9548	8.6302	14.6363	17.1816	16.6159	9.7844	10.7624	17.0135	6.6419	5.174	0.6973	27.6046	79.7494	0	100.1521	0	16.4811	0	0	22.0987	7.0666	0	0	51.2821	0	0	0	0	0	0	0	0	0	0	0	16.8192	14.5835	41.5692	10.6997	0	9.2858	5.4643	13.6554	0	0	0	0	0	0	0	0	0	0	0	0	46.9083	0	0	36.1078	0	0	0	4.6168	0	21.4724	0	2.0109	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02;uncultured_Planctomycetales_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.6845	0	1.4203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;SM1A02;uncultured_Planctomycetales_bacterium_HF0500_02G17	0	0	0	0	0	0	0	0	0	7.3586	0	0	0	0	0.6841	1.8233	0	0	0	0.7891	0	1.9209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Urania-1B-19_marine_sediment_group;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.9154	3.1603	4.0656	0.4492	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.674	6.7265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70.0407	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;Urania-1B-19_marine_sediment_group;uncultured_Planctomycetales_bacterium	0	0	0	0	0	0	0	0	0	12.2152	0	0	0	3.6406	1.0945	1.094	5.0414	4.155	0	1.8938	7.1171	1.3721	3.4538	0	0.3985	0	0	0	0	0	0	0	0	0	0	0	0	89.7436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.6577	0	3.7283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.2568	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;uncultured_planctomycete;uncultured_planctomycete	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.7646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;uncultured;NA	0	0	0	0	25.3906	0	18.4831	6.2904	3.471	0	0	0	0	0	6.2934	26.2551	4.2283	12.802	2.7502	10.8892	48.0836	12.1656	19.7928	13.905	0.8966	0	0	0	0	0	0	0	0	0	0	8.303	0	0	0	0	0	8.0456	0	0	0	0	0	0	0	19.3741	0	0	13.3335	0	11.143	45.6271	6.5069	0	26.8154	22.1641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16.9283	0	0	76.8188	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;uncultured;marine_metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.3887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.6537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.861
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;uncultured;uncultured_Phycisphaera_sp.	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6516	0	0	4.2673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.4322	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;uncultured;uncultured_bacterium_0319-7F4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.6189	0	3.1443	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.2809	0	5.6009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;uncultured;uncultured_deep-sea_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;uncultured;uncultured_forest_soil_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.4897	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;Phycisphaerales;Phycisphaeraceae;uncultured;uncultured_planctomycete	0	0	0	0	0	0	26.0017	0	0	9.419	0	0	0	0	0	0	0	0	3.6669	2.525	7.985	1.9209	0	0	0	0	0	0	0	0	0	0	0	0	0	6.4579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4098	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;Pla1_lineage;uncultured_soil_bacterium_PBS-71;uncultured_soil_bacterium_PBS-71;uncultured_soil_bacterium_PBS-71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;S-70;NA;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8131	2.4705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12.0144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Phycisphaerae;mle1-8;NA;NA;NA	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.8294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.6383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Pla3_lineage;NA;NA;NA;NA	0	0	0	0	0	0	0	0	0	0	22.5291	21.7428	17.3362	0	16.5541	5.4698	31.8746	14.374	15.2407	12.1516	39.0569	19.2089	18.3315	8.7311	0.9962	3.5619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.0456	0	0	0	0	0	0	0	22.9934	0	0	0	14.6044	6.1429	21.0376	12.2806	1.6236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29.2398	0	0	0	1.3825	0	0	0
Bacteria;Planctomycetes;Pla3_lineage;marine_metagenome;marine_metagenome;marine_metagenome;marine_metagenome	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5612	1.1955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Pla3_lineage;uncultured_Planctomycetaceae_bacterium;uncultured_Planctomycetaceae_bacterium;uncultured_Planctomycetaceae_bacterium;uncultured_Planctomycetaceae_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.0522	0	5.5293	0	0	0	0	4.5735	5.3135	0	0	0	0	0	0	0	0	0	0	53.4645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.2247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Pla3_lineage;uncultured_deep-sea_bacterium;uncultured_deep-sea_bacterium;uncultured_deep-sea_bacterium;uncultured_deep-sea_bacterium	0	0	0	0	0	0	13.1575	0	9.3717	0	13.2387	9.2996	0	0	6.7038	17.6249	13.4979	15.0478	9.0528	18.3063	16.4908	21.1296	12.7524	7.761	1.0958	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14.2278	0	0	5.6426	17.286	33.4691	18.5126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	49.7063	0	0	0	0
Bacteria;Planctomycetes;Pla3_lineage;uncultured_sediment_bacterium;uncultured_sediment_bacterium;uncultured_sediment_bacterium;uncultured_sediment_bacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3357	3.6466	9.4323	0	3.8961	0	0	0	0.797	0	0	0	0	0	0	0	0	0	0	0	8.7293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7.4234	0	0	45.4182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4305
Bacteria;Planctomycetes;Pla3_lineage;unidentified_bacterium_wb1_E15;unidentified_bacterium_wb1_E15;unidentified_bacterium_wb1_E15;unidentified_bacterium_wb1_E15	0	0	0	0	0	0	0	0	0	8.8303	0	0	14.5317	0	0	0	0	0	6.5318	2.0516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.6256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria;Planctomycetes;Pla3_lineage;unidentified_marine_bacterioplankton;unidentified_marine_bacterioplankton;unidentified_marine_bacterioplankton;unidentified_marine_bacterioplankton	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.8529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.3277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
